GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
432,87MLI,49186,16/05/2008,2008,1,Battle-No change of territory,ATNMC: North Mali Tuareg Alliance for Change,,2,Military Forces of Mali (2002-2012),,1,12,Mali,Kidal,Abeibara,Abeibara,Abeibara,19.11670,1.75000,1,BBC Monitoring,,27
432,88MLI,49187,17/05/2008,2008,1,Battle-No change of territory,ATNMC: North Mali Tuareg Alliance for Change,,2,Military Forces of Mali (2002-2012),,1,12,Mali,Kidal,Abeibara,Abeibara,Abeibara,19.11670,1.75000,1,BBC Monitoring,,27
432,89MLI,49188,29/05/2008,2008,1,Battle-No change of territory,ATNMC: North Mali Tuareg Alliance for Change,,2,Military Forces of Mali (2002-2012),,1,12,Mali,Kidal,Abeibara,Tinzawatene,Tin Zaouaten,19.96250,2.85750,1,Reuters,,20
432,90MLI,49189,30/05/2008,2008,1,Battle-No change of territory,ATNMC: North Mali Tuareg Alliance for Change,,2,Military Forces of Mali (2002-2012),,1,12,Mali,Kidal,Abeibara,Tinzawatene,Tin Zaouaten,19.96250,2.85750,1,Reuters,,20
432,91MLI,49190,31/05/2008,2008,1,Battle-No change of territory,ATNMC: North Mali Tuareg Alliance for Change,,2,Military Forces of Mali (2002-2012),,1,12,Mali,Kidal,Abeibara,Tinzawatene,Tin Zaouaten,19.96250,2.85750,1,Reuters,,20
432,92MLI,49191,01/06/2008,2008,1,Battle-No change of territory,ATNMC: North Mali Tuareg Alliance for Change,,2,Military Forces of Mali (2002-2012),,1,12,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,3,BBC Monitoring,Took place in Tinasalak,0
432,93MLI,49192,15/07/2008,2008,1,Battle-No change of territory,ATNMC: North Mali Tuareg Alliance for Change,,2,Military Forces of Mali (2002-2012),,1,12,Mali,Kidal,Tessalit,Tessalit,Tessalit,20.25812,0.99050,1,Reuters,"The military outpost was attacked, and about a dozen soldiers kidnapped.",0
432,94MLI,49193,15/09/2008,2008,1,Battle-No change of territory,Ganda Izo Ethnic Militia (Mali),,4,Military Forces of Mali (2002-2012),,1,14,Mali,Gao,Ansongo,Ouatagouna,Fafa,15.34090,0.71670,1,Reuters,"30 suspected militia members were arrested after the killing of five Tuareg nomads earlier in the month (can find only references to it, not the event itself).",2
432,95MLI,49194,09/10/2008,2008,1,Violence against civilians,Military Forces of Mali (2002-2012),,1,Civilians (Mali),,7,17,Mali,Timbuktu,Niafunke,Lere,Lere,15.71000,-4.91000,1,French state-funded public broadcaster Radio Franc,"Security forces used real bullets to disperse demonstrators who were burning the town hall, killing 1 person and wounding 6.",1
432,96MLI,49195,21/10/2008,2008,1,Battle-No change of territory,ADC: Democratic Alliance of 23rd May for Change,,3,AQIM: Al Qaeda in the Islamic Maghreb,,2,23,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,3,"Radio France Internationale, Paris, in French 0730",,0
432,97MLI,49196,16/12/2008,2008,1,Battle-No change of territory,ATNMC: North Mali Tuareg Alliance for Change,,2,Military Forces of Mali (2002-2012),,1,12,Mali,Sikasso,Koutiala,Konseguela,Nampala,12.10000,-5.78330,1,BBC Monitoring,,20
432,98MLI,49197,29/12/2008,2008,1,Violence against civilians,Civilians (Mali),,7,ATNMC: North Mali Tuareg Alliance for Change,,2,27,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,,Both deaths were the result of grenade attacks. One of the attackers was killed when the grenade exploded in his hand before he could throw it.,2
432,99MLI,49198,17/01/2009,2009,1,Battle-Government regains territory,ATNMC: North Mali Tuareg Alliance for Change,,2,Military Forces of Mali (2002-2012),,1,12,Mali,Kidal,Tessalit,Tessalit,Tinsalak,19.92472,0.45167,1,BBC,"Tuareg rebel base at Tinsalak, near Nigerian border, destroyed.",0
432,100MLI,49199,18/01/2009,2009,1,Battle-No change of territory,ATNMC: North Mali Tuareg Alliance for Change,,2,Military Forces of Mali (2002-2012),,1,12,Mali,Kidal,Abeibara,Bouressa,Bouressa,20.01360,2.26310,1,BBC Monitoring,,31
432,101MLI,49200,18/01/2009,2009,1,Violence against civilians,ATNMC: North Mali Tuareg Alliance for Change,,2,Civilians (International),,7,27,Mali,Gao,Menaka,Menaka,Menaka,15.91820,2.40220,1,Reuters,"4 European tourists (One Briton, one German, two Swiss) were kidnapped by Tuareg rebels.",0
432,102MLI,49201,19/01/2009,2009,1,Battle-No change of territory,ATNMC: North Mali Tuareg Alliance for Change,,2,Military Forces of Mali (2002-2012),,1,12,Mali,Kidal,Abeibara,Bouressa,Bouressa,20.01360,2.26310,1,BBC Monitoring,,0
432,103MLI,49202,30/06/2009,2009,1,Battle-No change of territory,AQIM: Al Qaeda in the Islamic Maghreb,,2,Military Forces of Mali (2002-2012),,1,12,Mali,Gao,Ansongo,Ouatagouna,Al-Wasra,15.47470,0.95990,1,Associated Press,"Took place in al-Wasra, northern Mali. Militants claim attack and killing of Malian soldiers.",28
432,104MLI,49203,11/07/2009,2009,1,Riots/Protests,Rioters (Mali),,5,Police Forces of Mali (2002-2012),,1,15,Mali,Kayes,Kita,Kita,Kita,13.05000,-9.48330,1,Agence France Presse,Riots began when a driver was shot dead at a checkpoint.,1
432,105MLI,49204,26/08/2009,2009,1,Remote violence,ATNMC: North Mali Tuareg Alliance for Change,,2,Civilians (Mali),,7,27,Mali,Kidal,Abeibara,Tinzawatene,Tin Zaouaten,19.96250,2.85750,1,Reuters,A mine left behind by Tuareg rebels exploded and killed 10.,10
432,106MLI,49205,29/09/2009,2009,1,Remote violence,Military Forces of Mali (2002-2012),Military Forces of Algeria (1999-),1,AQIM: Al Qaeda in the Islamic Maghreb,,2,12,Mali,Kidal,Abeibara,Bouressa,Adrar des Iforas,20.00000,2.00000,2,El-Khabar (Algeria),Malian and Algerian forces bombed locations in the area Adrar des Iforas where they believed AQIM were.,0
432,107MLI,49206,25/11/2009,2009,1,Violence against civilians,AQIM: Al Qaeda in the Islamic Maghreb,,2,Civilians (International),,7,27,Mali,Gao,Menaka,Menaka,Menaka,15.91820,2.40220,1,Trend News Agency (Azerbaijan),AQIM took a Frenchman hostage,0
432,108MLI,49207,31/12/2009,2009,1,Battle-No change of territory,MPLA: Popular Movement for the Liberation of Azawad,,2,Drug Traffickers (Mali),,8,28,Mali,Kidal,Abeibara,Bouressa,Bouressa,20.01360,2.26310,2,BBC Monitoring,"Tuareg rebels fought with drug traffickers over payments. Fatalities: 2 Tuaregs, 2 traffickers",4
432,109MLI,49208,21/01/2010,2010,1,Violence against civilians,Civilians (Mali),,7,Tuareg Ethnic Militia (Mali),,4,47,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,2,BBC Monitoring,Tuareg rebels abducted the Mayor of Anefis in retaliation over anti-drug traffciking measures.,0
432,110MLI,49209,22/02/2010,2010,1,Riots/Protests,Rioters (Mali),,5,Police Forces of Mali (2002-2012),,1,15,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Agence France Presse,Rioters clashed with police over a minibus driver that was shot by police. Rioters destroyed police barracks.,1
432,111MLI,49210,22/02/2010,2010,2,Violence against civilians,Civilians (Mali),,7,Police Forces of Mali (2002-2012),,1,17,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,2,Agence France Presse,A minibus driver was shot by police,1
432,112MLI,49211,23/02/2010,2010,1,Riots/Protests,Protesters (Mali),,6,,,0,60,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Agence France Presse,Minibus drivers protested over the police shooting of their driver,0
432,113MLI,49212,26/02/2010,2010,1,Battle-No change of territory,AQIM: Al Qaeda in the Islamic Maghreb,,2,Military Forces of Mauritania (2009-),,8,28,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,3,BBC Monitoring,Mauritanian forces fought the AQIM in northern Mali. Fatalities: 3 AQIM,3
432,114MLI,49213,08/03/2010,2010,1,Violence against civilians,Civilians (Mali),,7,Unidentified Armed Group (Mali),,3,37,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,2,Agence France Presse,Unidentified armed group attacked a truck travelling in the Gao region. Fatalities: 1 civilian,1
432,115MLI,49214,22/07/2010,2010,1,Battle-No change of territory,Military Forces of Mauritania (2009-),,8,AQIM: Al Qaeda in the Islamic Maghreb,,2,28,Mali,Kayes,Diema,Diema,Wagadou,14.45470,-9.14420,2,Al Arabiya; Al Jazeera,"Mauritanian troops attacked the base of an al-Qaeda affiliate in the forested Wagadou region, killing 6 militants, a Mauritanian official said early Friday, in an attempt to free a French hostage who was thought to have been held there. The hostage was not found at the site.",6
432,116MLI,49215,14/08/2010,2010,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,APA News,"Customs officer kidnapped, killed. AQMI suspected",1
432,117MLI,49216,17/09/2010,2010,1,Battle-No change of territory,Military Forces of Mauritania (2009-),,8,AQIM: Al Qaeda in the Islamic Maghreb,,2,28,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,2,Africa Research Bulletin,"Clash began on Mauritania-Mali border, moved to Hassissidi. Algerians put death toll higher, saying at least 5 Mauritanians killed. The Mauritanian army launched the campaign as a pre-emptive strike againt AQIM.",14
432,118MLI,49217,18/09/2010,2010,1,Battle-No change of territory,Military Forces of Mauritania (2009-),,8,AQIM: Al Qaeda in the Islamic Maghreb,,2,28,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,2,Agence France Presse,"Clash began on Mauritania-Mali border, moved to Hassissidi. Possibly linked to abductions in Niger.",0
432,119MLI,49218,19/09/2010,2010,1,Battle-No change of territory,Military Forces of Mauritania (2009-),,8,AQIM: Al Qaeda in the Islamic Maghreb,Civilians (Mali),2,28,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,2,Agence France Presse,"Continuation of clashes, Malian mayor of Ber claims at least 2 civilian casualties after airstrikes by Mauritanian army",2
432,120MLI,49220,25/09/2010,2010,2,Remote violence,Military Forces of Mauritania (2009-),,8,AQIM: Al Qaeda in the Islamic Maghreb,,2,28,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,2,BBC Monitoring,"The Mauritanian army has bombarded ""positions of the Al-Qa'idah in the Land of the Islamic Maghreb (AQLIM) in northern Mali"", Mauritanian independent news agency Al-Akhbar website reported on 25 September.",0
432,121MLI,49219,25/09/2010,2010,1,Remote violence,Military Forces of Mauritania (2009-),,8,AQIM: Al Qaeda in the Islamic Maghreb,,2,28,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,2,BBC Monitoring,"Arial bombarding of AQIM positions, unclear injuries and/or fatalities",0
432,122MLI,49221,27/09/2010,2010,1,Strategic development,Unidentified Armed Group (Mali),,3,,,0,30,Mali,Kidal,Tessalit,Timtaghene,Timetrine,19.45000,-0.36667,1,Global Insight Daily Analysis,"7 French, Togolese and Madagascans kidnapped on 16/09/2010 moved to Mali",0
432,123MLI,49222,14/10/2010,2010,1,Battle-No change of territory,Tuareg Ethnic Militia (Mali),Military Forces of Mali (2002-2012),4,Unidentified Armed Group (Mali),,3,34,Mali,Kidal,Kidal,Kidal,Kidal,18.44000,1.41000,1,Reuters,"Tauregs allied to Malian army clash with drug smugglers moving cocaine from Morocco to Egypt. 12 killed, unknown affiliation",12
432,124MLI,49223,03/11/2010,2010,1,Battle-No change of territory,Arab Ethnic Militia (Mali),,4,AQIM: Al Qaeda in the Islamic Maghreb,,2,24,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,1,Agence France Presse,"Arab tribe purportedly attack AQIM/affiliates. Denied by Timbuktu's Arab community and Malian army, confirmed by Mauritanians.",5
432,125MLI,49224,09/12/2010,2010,1,Battle-No change of territory,Polisario Front,,3,Police Forces of Mali (2002-2012),,1,13,Mali,Timbuktu,Tombouctou,Tombouctou,Timbuktu,16.76670,-3.01670,2,Agence France Presse,Mali forces arrested drug trackers with connections the Polisario Front of Western Sahara in a rural desert area.,0
432,126MLI,49225,10/12/2010,2010,1,Remote violence,ADC: Democratic Alliance of 23rd May for Change,,3,Military Forces of Mali (2002-2012),,1,13,Mali,Kidal,Abeibara,Tinzawatene,Tin Zaouaten,19.96250,2.85750,1,Agence France Presse,"A military vehicle strikes a mine near the Algerian border, one killed, several others wounded. The mine was most likely placed in the ground during the recent rebellion of the Tuareg People under the organization name of ""May 23, 2006 Democratic Alliance for Change"", which ended in 2009.",1
432,127MLI,49226,29/12/2010,2010,1,Riots/Protests,Protesters (Mali),RDR: Rally of Republicans,6,,,0,60,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Agence France Presse,"Ivory nationals and supporters of the Ivory Coast's would-be president Alassane Ouattara, who lost an election due to internationally recognized fraud, begin a protest near the Ivory embassy in Bamako.",0
432,128MLI,49227,05/01/2011,2011,1,Remote violence,AQIM: Al Qaeda in the Islamic Maghreb,,2,Civilians (Mali),,7,27,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,Agence France Presse,"Two civilians are injured when a bomb detonates in front of the French embassy. A suspect was taken into custody and found to be a Tunisian member of AQIM, who's aim was the destruction of the embassy.",0
432,129MLI,49228,16/01/2011,2011,1,Riots/Protests,Protesters (Mali),,6,,,0,60,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,1,APA News,"Ivorian youths have staged a protest march, ahead of the sub-regional summit to be held on Sunday in Bamako, the Malian capital, calling for the departure of the outgoing Ivorian leader, Laurent Gbagbo.",0
432,130MLI,49229,02/03/2011,2011,1,Remote violence,AQIM: Al Qaeda in the Islamic Maghreb,,2,Police Forces of Mali (2002-2012),,1,12,Mali,Gao,Gao,Gao-Central,Gao,16.27167,-0.04472,1,Agence France Presse,A escaped fugitive and embassy bomber is captured by police while trying to flee into Algeria.,0
432,131MLI,49230,08/03/2011,2011,1,Riots/Protests,Rioters (Mali),,5,Police Forces of Mali (2002-2012),,1,15,Mali,Koulikoro,Koulikoro,Koulakoulikoro,Koulikoro,12.87000,-7.56000,1,Agence France Presse,"A schoolboy was killed when police broke up a demonstration by pupils at Koulikoro, a town in Mali 50 kilometers (30 miles) from the capital, a teacher and police said Tuesday.",2
432,132MLI,49231,22/03/2011,2011,1,Battle-No change of territory,Unidentified Armed Group (Mali),,3,Military Forces of Mali (2002-2012),,1,13,Mali,Gao,Ansongo,Ouatagouna,Ouatagouna,15.17870,0.72380,1,Agence France Presse,A group of 100 unidentified armed men engaged the army in a remote region. No causalities or deaths reported.,0
432,133MLI,49232,21/04/2011,2011,1,Headquarters or base established,AQIM: Al Qaeda in the Islamic Maghreb,,2,,,0,20,Mali,Koulikoro,Nara,Nara,Nara,15.16875,-7.28466,1,Agence France Presse,"AQIM establishes a base of operations east of Nara, near the Mauritanian border.",0
432,134MLI,49233,25/04/2011,2011,1,Battle-No change of territory,AQIM: Al Qaeda in the Islamic Maghreb,,2,Military Forces of Mauritania (2009-),,8,28,Mali,Kayes,Nioro,Nioro,Nioro du Sahel,15.22932,-9.59277,1,Africa Research Bulletin,Mauritanian troops arrest a person affiliated with AQIM in Mali territory.,0
432,135MLI,49234,19/06/2011,2011,1,Violence against civilians,Tuareg Ethnic Militia (Mali),,4,Civilians (Nigeria),,7,47,Mali,Gao,Menaka,Anderamboukane,Anderamboukane,15.42750,3.01750,1,IHS Global Insight Daily,"A group of suspected Malian Tuaregs raided a settlement in Mali inhabited by Nigerien pastoral farmers last weekend (19 June), killing at least 12 and wounding a further 7. According to the Nigerien Interior Minister, Abdou Labo, who spoke on the regional Voix du Sahel radio, the perpetrators were of Malian origin and arrived on motorcycles carrying firearms before attacking the farmers.",12
432,136MLI,49235,22/06/2011,2011,1,Non-violent transfer of territory,Military Forces of Mali (2002-2012),,1,,,0,10,Mali,Kayes,Nioro,Nioro,Nioro du Sahel,15.22932,-9.59277,1,BBC Monitoring Middle East,"Military forces launch patrols to root out pockets of AQIM, but have not reported engaging the enemy. This is a coordination with Mauritanian forces.",0
432,138MLI,49236,25/06/2011,2011,1,Battle-Government regains territory,AQIM: Al Qaeda in the Islamic Maghreb,,2,Military Forces of Mauritania (2009-),,8,28,Mali,Kayes,Nioro,Nioro,Nioro du Sahel,15.22932,-9.59277,1,Agence France Presse,"Mauritanian soldiers 'completely destroy"" a ""strongly fortified"" AQIM camp in neighboring Mali. Four troops wounded during the operation, fifteen AQIM members killed. Many bodies were discovered at the camp, buried and unburied.",15
432,137MLI,49237,25/06/2011,2011,1,Battle-No change of territory,Military Forces of Mauritania (2009-),,8,AQIM: Al Qaeda in the Islamic Maghreb,,2,28,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65000,-8.00000,3,Agence France Presse,"A number of bodies have been recovered after a Mauritanian army raid on an Al-Qaeda in the Islamic Maghreb (AQIM) camp in neighbouring Mali, a local official and other sources said Saturday. (15 dead)",15
432,139MLI,49238,27/06/2011,2011,1,Battle-No change of territory,AQIM: Al Qaeda in the Islamic Maghreb,,2,Military Forces of Mauritania (2009-),,8,28,Mali,Kayes,Diema,Diema,Wagadou,14.45470,-9.14420,1,BBC Monitoring Middle East,"A joint operation leads to 11 arrests of AQIM members, who where mainly Mauritanian.",0
